"species"	"decimallatitude"	"decimallongitude"	"class"
"5484"	""	2.5	113.5	"Mammalia"
"5485"	"Sus barbatus"	-2.60159	111.86467	"Mammalia"
"5486"	"Pongo pygmaeus"	-2.64055	111.82282	"Mammalia"
"5487"	"Helarctos malayanus"	2.5	113.5	"Mammalia"
"5488"	"Callosciurus notatus"	1.53333	110.33333	"Mammalia"
"5489"	"Hylobates muelleri"	4.58333	113.98333	"Mammalia"
"5490"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5491"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5492"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5493"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5494"	"Callosciurus prevostii"	-1.21333	110.09533	"Mammalia"
"5495"	"Exilisciurus whiteheadi"	6.05	116.53333	"Mammalia"
"5496"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5497"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5498"	"Presbytis rubicunda"	4.0379	114.888	"Mammalia"
"5499"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5500"	"Presbytis rubicunda"	-1.21333	110.09533	"Mammalia"
"5501"	"Macaca fascicularis"	4.39926	117.88929	"Mammalia"
"5502"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5503"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5504"	"Megaerops ecaudatus"	1.11681	110.21392	"Mammalia"
"5505"	"Cephalopachus bancanus"	1.53467518644036	110.334368012114	"Mammalia"
"5506"	"Callosciurus notatus"	2.51	115.48	"Mammalia"
"5507"	"Leopoldamys sabanus"	2.85	115.8	"Mammalia"
"5508"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5509"	"Maxomys ochraceiventer"	2.67	115.62	"Mammalia"
"5510"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"5511"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5512"	"Leopoldamys sabanus"	2.67	115.62	"Mammalia"
"5513"	"Maxomys surifer"	2.85	115.8	"Mammalia"
"5514"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"5515"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5516"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"5517"	"Cynopterus brachyotis"	-0.83	117	"Mammalia"
"5518"	""	2.85	115.8	"Mammalia"
"5519"	""	2.85	115.8	"Mammalia"
"5520"	"Chrotomys whiteheadi"	-0.83	117	"Mammalia"
"5521"	"Dyacopterus spadiceus"	2.517	115.8	"Mammalia"
"5522"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"5523"	"Macroglossus minimus"	2.85	115.8	"Mammalia"
"5524"	"Macroglossus minimus"	-0.833	117	"Mammalia"
"5525"	"Murina suilla"	5.083	118.667	"Mammalia"
"5526"	"Rhinolophus philippinensis"	5.533	118.067	"Mammalia"
"5527"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5528"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5529"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5530"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5531"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"5532"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"5533"	"Murina suilla"	2.6533	113.0514	"Mammalia"
"5534"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"5535"	"Rattus tiomanicus"	2.6533	113.0514	"Mammalia"
"5536"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"5537"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"5538"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5539"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5540"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5541"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"5542"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5543"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"5544"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5545"	""	2.6533	113.0514	"Mammalia"
"5546"	"Ratufa affinis"	4.58	113.98	"Mammalia"
"5547"	"Hipposideros galeritus"	2.6533	113.0514	"Mammalia"
"5548"	"Rhinolophus borneensis"	3.0933	113.6711	"Mammalia"
"5549"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5550"	"Myotis horsfieldii"	2.6533	113.0514	"Mammalia"
"5551"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5552"	"Ratufa affinis"	1.1	110.93333	"Mammalia"
"5553"	"Paradoxurus hermaphroditus"	4.583	113.966	"Mammalia"
"5554"	"Trachypithecus cristatus"	3.00936	113.77358	"Mammalia"
"5555"	"Sundasciurus lowii"	6.02	116.87	"Mammalia"
"5556"	"Rattus tanezumi"	6	116.68	"Mammalia"
"5557"	"Emballonura alecto"	-2.63	115.45	"Mammalia"
"5558"	"Cynopterus horsfieldii"	-2.63	115.45	"Mammalia"
"5559"	"Cynopterus horsfieldii"	-2.7	115.48	"Mammalia"
"5560"	"Cynopterus brachyotis"	-0.92	117	"Mammalia"
"5561"	"Tupaia tana"	5.5	117	"Mammalia"
"5562"	"Tupaia dorsalis"	4.6	113.97	"Mammalia"
"5563"	"Penthetor lucasi"	-2.7	115.48	"Mammalia"
"5564"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5565"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"5566"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"5567"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"5568"	"Tupaia tana"	0.8	117.92	"Mammalia"
"5569"	"Tupaia longipes"	-0.55	117.08	"Mammalia"
"5570"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"5571"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5572"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5573"	"Rheithrosciurus macrotis"	6	116.68	"Mammalia"
"5574"	"Exilisciurus exilis"	2.6533	113.0514	"Mammalia"
"5575"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5576"	"Lariscus insignis"	-1.51667	111.5	"Mammalia"
"5577"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"5578"	""	-1.51667	111.5	"Mammalia"
"5579"	""	-1.51667	111.5	"Mammalia"
"5580"	""	-1.51667	111.5	"Mammalia"
"5581"	"Callosciurus prevostii"	-1.51667	111.5	"Mammalia"
"5582"	"Rattus rattus"	-1.55	112.58333	"Mammalia"
"5583"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5584"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5585"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5586"	"Hipposideros cervinus"	3.0933	113.6711	"Mammalia"
"5587"	"Sundamys muelleri"	2.6533	113.0514	"Mammalia"
"5588"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"5589"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"5590"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5591"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5592"	"Tupaia tana"	5.97	116.68	"Mammalia"
"5593"	"Tupaia minor"	-2.57	110.27	"Mammalia"
"5594"	"Tupaia tana"	6.02	116.87	"Mammalia"
"5595"	"Tupaia minor"	1.1	117.9	"Mammalia"
"5596"	"Macroglossus minimus"	-2.63	115.45	"Mammalia"
"5597"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"5598"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5599"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5600"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5601"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5602"	"Rattus exulans"	-3.22	114.37	"Mammalia"
"5603"	"Rattus exulans"	-3.22	114.37	"Mammalia"
"5604"	"Callosciurus notatus"	2.65333	113.0515	"Mammalia"
"5605"	"Callosciurus prevostii"	6	116.68	"Mammalia"
"5606"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5607"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5608"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5609"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5610"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5611"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5612"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5613"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5614"	"Leopoldamys sabanus"	6	116.68	"Mammalia"
"5615"	"Leopoldamys sabanus"	6	116.68	"Mammalia"
"5616"	"Niviventer cremoriventer"	6	116.68	"Mammalia"
"5617"	"Nasalis larvatus"	5.87224	117.50529	"Mammalia"
"5618"	"Cynopterus brachyotis"	6.20042	116.75208	"Mammalia"
"5619"	"Balionycteris maculata"	1.71653	110.44442	"Mammalia"
"5620"	"Hipposideros cervinus"	6.20042	116.75208	"Mammalia"
"5621"	"Rhinolophus luctus"	1.11681	110.21392	"Mammalia"
"5622"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5623"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5624"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5625"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5626"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5627"	"Nasalis larvatus"	4.58333	113.98333	"Mammalia"
"5628"	"Tupaia minor"	4.41	118.01	"Mammalia"
"5629"	"Hipposideros dyacorum"	6.70120700029339	116.979526850433	"Mammalia"
"5630"	"Leopoldamys sabanus"	3.75	115.51667	"Mammalia"
"5631"	"Rattus rattus"	3.63333	115.51667	"Mammalia"
"5632"	"Prionailurus bengalensis"	3.75	115.45	"Mammalia"
"5633"	"Tupaia minor"	3.58333	115.53333	"Mammalia"
"5634"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"5635"	"Galeopterus variegatus"	2.85	114.85	"Mammalia"
"5636"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5637"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5638"	"Rattus exulans"	3.91667	114.45	"Mammalia"
"5639"	"Sundasciurus lowii"	3.31667	114.78333	"Mammalia"
"5640"	"Tupaia montana"	6.08333	116.55	"Mammalia"
"5641"	"Callosciurus prevostii"	4.41667	117.48333	"Mammalia"
"5642"	"Presbytis rubicunda"	3.8	115.38333	"Mammalia"
"5643"	"Rattus exulans"	3.75	115.45	"Mammalia"
"5644"	"Rattus exulans"	3.75	115.45	"Mammalia"
"5645"	"Dremomys everetti"	6.06667	116.56667	"Mammalia"
"5646"	"Aethalops alecto"	6.05	116.8	"Mammalia"
"5647"	"Callosciurus notatus"	5.28333	117.55	"Mammalia"
"5648"	"Penthetor lucasi"	3.28333	114.38333	"Mammalia"
"5649"	"Callosciurus prevostii"	2.86667	114.61667	"Mammalia"
"5650"	"Sundamys muelleri"	6.16667	116.23333	"Mammalia"
"5651"	"Chrotomys whiteheadi"	6.08333	116.55	"Mammalia"
"5652"	"Cynopterus brachyotis"	4.56667	114.71667	"Mammalia"
"5653"	"Callosciurus prevostii"	5.31667	115.21667	"Mammalia"
"5654"	"Ratufa affinis"	5.83333	118.11667	"Mammalia"
"5655"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"5656"	"Callosciurus notatus"	5.83333	118.11667	"Mammalia"
"5657"	"Martes flavigula"	5.83333	118.23333	"Mammalia"
"5658"	"Hylobates funereus"	5.83333	118.23333	"Mammalia"
"5659"	"Paradoxurus hermaphroditus"	5.83333	118.23333	"Mammalia"
"5660"	"Dendrogale melanura"	6.08333	116.55	"Mammalia"
"5661"	"Echinosorex gymnura"	5.58333	118.06667	"Mammalia"
"5662"	"Trichys fasciculata"	6	118.11667	"Mammalia"
"5663"	""	5.58333	118.06667	"Mammalia"
"5664"	""	5.58333	118.06667	"Mammalia"
"5665"	"Tupaia tana"	5.53333	118.55	"Mammalia"
"5666"	"Viverra tangalunga"	5.48333	118.56667	"Mammalia"
"5667"	"Rheithrosciurus macrotis"	3.75	115.45	"Mammalia"
"5668"	"Tupaia glis"	5.53333	118.55	"Mammalia"
"5669"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"5670"	"Tupaia minor"	5.53333	118.55	"Mammalia"
"5671"	"Callosciurus prevostii"	5.53333	118.55	"Mammalia"
"5672"	"Chrotomys whiteheadi"	5.53333	118.55	"Mammalia"
"5673"	"Hipposideros dyacorum"	5.53333	118.55	"Mammalia"
"5674"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"5675"	"Hipposideros cervinus"	5.86667	118.11667	"Mammalia"
"5676"	"Nycteris javanica"	5.58333	118.06667	"Mammalia"
"5677"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"5678"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"5679"	"Callosciurus notatus"	1.48333	110.33333	"Mammalia"
"5680"	"Sundamys muelleri"	1.48333	110.33333	"Mammalia"
"5681"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"5682"	"Chrotomys whiteheadi"	1.48333	110.33333	"Mammalia"
"5683"	"Cynopterus brachyotis"	-1.25	111.8	"Mammalia"
"5684"	"Emballonura alecto"	-2.1	116.41666	"Mammalia"
"5685"	"Emballonura alecto"	-2.1	116.41666	"Mammalia"
"5686"	"Myotis adversus"	-3.23333	113.78333	"Mammalia"
"5687"	"Arctictis binturong"	2.5	113.5	"Mammalia"
"5688"	"Hylobates funereus"	3.75	115.45	"Mammalia"
"5689"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"5690"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"5691"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"5692"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"5693"	"Galeopterus variegatus"	4.03333	114.38333	"Mammalia"
"5694"	"Sundasciurus brookei"	2.85	114.85	"Mammalia"
"5695"	"Rhinolophus creaghi"	0	116.5	"Mammalia"
"5696"	"Exilisciurus whiteheadi"	5.98333	116.53333	"Mammalia"
"5697"	"Sundasciurus lowii"	1.71667	111.8	"Mammalia"
"5698"	"Sundasciurus tenuis"	1.71667	111.8	"Mammalia"
"5699"	"Grampus griseus"	1.66667	109.85	"Mammalia"
"5700"	"Hemigalus derbyanus"	5.58333	118.06667	"Mammalia"
"5701"	"Herpestes brachyurus"	1.71667	111.8	"Mammalia"
"5702"	""	5.58333	118.06667	"Mammalia"
"5703"	"Suncus ater"	6.08333	116.55	"Mammalia"
"5704"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"5705"	"Niviventer cremoriventer"	6.05	116.8	"Mammalia"
"5706"	"Dremomys everetti"	6.08333	116.55	"Mammalia"
"5707"	"Rattus baluensis"	6.08333	116.55	"Mammalia"
"5708"	"Callosciurus baluensis"	6.00913	116.53409	"Mammalia"
"5709"	"Prionailurus bengalensis"	5.16667	118.75	"Mammalia"
"5710"	"Nasalis larvatus"	1.70908	110.43604	"Mammalia"
"5711"	"Kerivoula minuta"	4.96667	117.08333	"Mammalia"
"5712"	""	5.51667	118.06667	"Mammalia"
"5713"	"Balionycteris maculata"	5.2	118.86667	"Mammalia"
"5714"	"Eonycteris spelaea"	4.45	118.18333	"Mammalia"
"5715"	"Rhinolophus trifoliatus"	5.2	118.86667	"Mammalia"
"5716"	"Rhinolophus acuminatus"	5.2	118.86667	"Mammalia"
"5717"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5718"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5719"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5720"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5721"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5722"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5723"	"Rattus argentiventer"	-3.41667	114.41667	"Mammalia"
"5724"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5725"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5726"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5727"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5728"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5729"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5730"	"Rattus argentiventer"	-3.3	114.71667	"Mammalia"
"5731"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5732"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5733"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5734"	"Rattus argentiventer"	-3.36667	114.66667	"Mammalia"
"5735"	"Cynopterus brachyotis"	-0.43333	117.09167	"Mammalia"
"5736"	"Macroglossus minimus"	-0.38333	116.975	"Mammalia"
"5737"	"Glischropus tylopus"	4.93333	114.96667	"Mammalia"
"5738"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5739"	"Macroglossus minimus"	4.93333	114.96667	"Mammalia"
"5740"	"Balionycteris maculata"	4.93333	114.96667	"Mammalia"
"5741"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5742"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5743"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5744"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5745"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5746"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5747"	"Cynopterus brachyotis"	4.93333	114.96667	"Mammalia"
"5748"	"Cynopterus minutus"	4.93333	114.96667	"Mammalia"
"5749"	"Rhinolophus trifoliatus"	4.93333	114.96667	"Mammalia"
"5750"	"Maxomys surifer"	-1.53333	110.38333	"Mammalia"
"5751"	"Felis catus"	-2.82489	111.80377	"Mammalia"
"5752"	"Galeopterus variegatus"	5.49585	118.20362	"Mammalia"
"5753"	"Pongo pygmaeus"	-2.72062	111.65469	"Mammalia"
"5754"	"Pongo pygmaeus"	0.43973	117.5784	"Mammalia"
"5755"	"Tupaia gracilis"	0.9	109.9	"Mammalia"
"5756"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5757"	"Hipposideros cervinus"	4.033	114.883	"Mammalia"
"5758"	""	4.41667	118.017	"Mammalia"
"5759"	"Sus barbatus"	4.58333	113.98333	"Mammalia"
"5760"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5761"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5762"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5763"	"Hylobates muelleri"	4.41097	117.88738	"Mammalia"
"5764"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5765"	"Macaca fascicularis"	-1.21333	110.09533	"Mammalia"
"5766"	"Macaca fascicularis"	4.39926	117.88929	"Mammalia"
"5767"	"Presbytis rubicunda"	4.45387	117.94833	"Mammalia"
"5768"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5769"	"Pongo pygmaeus"	-1.21333	110.09533	"Mammalia"
"5770"	"Manis javanica"	1.53467518644036	110.334368012114	"Mammalia"
"5771"	"Maxomys surifer"	2.67	115.62	"Mammalia"
"5772"	"Maxomys surifer"	2.85	115.8	"Mammalia"
"5773"	"Chrotomys whiteheadi"	2.85	115.8	"Mammalia"
"5774"	"Maxomys rajah"	2.85	115.8	"Mammalia"
"5775"	"Sundamys muelleri"	2.67	115.62	"Mammalia"
"5776"	"Hipposideros bicolor"	5.53	118.07	"Mammalia"
"5777"	"Hipposideros cineraceus"	4.717	118.15	"Mammalia"
"5778"	"Rhinolophus creaghi"	5.533	118.067	"Mammalia"
"5779"	"Melogale everetti"	6.0342	116.5168	"Mammalia"
"5780"	"Niviventer cremoriventer"	4.41667	118.017	"Mammalia"
"5781"	"Prionailurus bengalensis"	4.583	113.966	"Mammalia"
"5782"	"Tragulus javanicus"	5.16667	118.75	"Mammalia"
"5783"	"Callosciurus baluensis"	6.00913	116.53409	"Mammalia"
"5784"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"5785"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5786"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5787"	"Hipposideros diadema"	2.6533	113.0514	"Mammalia"
"5788"	"Cynopterus brachyotis"	-0.92	117	"Mammalia"
"5789"	"Cynopterus brachyotis"	-0.92	117	"Mammalia"
"5790"	"Cynopterus brachyotis"	-0.92	117	"Mammalia"
"5791"	"Penthetor lucasi"	2.6533	113.0514	"Mammalia"
"5792"	"Penthetor lucasi"	-2.63	115.45	"Mammalia"
"5793"	"Penthetor lucasi"	2.65333	113.0515	"Mammalia"
"5794"	"Penthetor lucasi"	0.4	116.05	"Mammalia"
"5795"	"Cynopterus brachyotis"	-2.63	115.45	"Mammalia"
"5796"	"Cynopterus brachyotis"	2.6533	113.0514	"Mammalia"
"5797"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"5798"	"Tupaia splendidula"	-1.6	108.92	"Mammalia"
"5799"	"Pteropus hypomelanus"	1.53	118.63	"Mammalia"
"5800"	"Pteropus hypomelanus"	1.58	117.97	"Mammalia"
"5801"	"Tupaia splendidula"	0.5	117.15	"Mammalia"
"5802"	"Cynopterus horsfieldii"	-1.87	115.68	"Mammalia"
"5803"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5804"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"5805"	"Miniopterus australis"	2.65333	113.0515	"Mammalia"
"5806"	"Hipposideros bicolor"	2.65333	113.0515	"Mammalia"
"5807"	"Balionycteris maculata"	-1.25	109.95	"Mammalia"
"5808"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5809"	"Balionycteris maculata"	2.6533	113.0514	"Mammalia"
"5810"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5811"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5812"	"Sundamys muelleri"	6	116.68	"Mammalia"
"5813"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"5814"	"Myotis ater"	2.6533	113.0514	"Mammalia"
"5815"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"5816"	"Myotis gomantongensis"	2.65333	113.0515	"Mammalia"
"5817"	"Hipposideros galeritus"	2.65333	113.0515	"Mammalia"
"5818"	"Tupaia tana"	6	116.68	"Mammalia"
"5819"	"Tupaia longipes"	5.5	117	"Mammalia"
"5820"	"Tupaia tana"	6.02	116.87	"Mammalia"
"5821"	"Tupaia minor"	2.18	117.47	"Mammalia"
"5822"	"Eonycteris spelaea"	-1.08	116.68	"Mammalia"
"5823"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5824"	"Rhinolophus philippinensis"	2.65333	113.0515	"Mammalia"
"5825"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5826"	"Myotis horsfieldii"	2.65333	113.0515	"Mammalia"
"5827"	"Rattus exulans"	6.02	116.87	"Mammalia"
"5828"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5829"	"Tupaia gracilis"	1.1	117.9	"Mammalia"
"5830"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5831"	"Tupaia montana"	5.98	116.53	"Mammalia"
"5832"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5833"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"5834"	"Leopoldamys sabanus"	6	116.68	"Mammalia"
"5835"	"Chrotomys whiteheadi"	6	116.68	"Mammalia"
"5836"	"Niviventer cremoriventer"	6	116.68	"Mammalia"
"5837"	"Niviventer cremoriventer"	6.02	116.87	"Mammalia"
"5838"	"Penthetor lucasi"	1.61175	110.19589	"Mammalia"
"5839"	"Miniopterus magnater"	6.20042	116.75208	"Mammalia"
"5840"	"Murina rozendaali"	6.20042	116.75208	"Mammalia"
"5841"	"Megaderma spasma"	1.71653	110.44442	"Mammalia"
"5842"	"Hipposideros cervinus"	1.71653	110.44442	"Mammalia"
"5843"	"Macroglossus minimus"	1.12817	110.21853	"Mammalia"
"5844"	"Glischropus tylopus"	1.61175	110.19589	"Mammalia"
"5845"	"Penthetor lucasi"	1.61175	110.19589	"Mammalia"
"5846"	"Myotis muricola"	1.11681	110.21392	"Mammalia"
"5847"	"Myotis muricola"	1.11681	110.21392	"Mammalia"
"5848"	"Sundasciurus lowii"	6	116.68	"Mammalia"
"5849"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5850"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5851"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5852"	"Hipposideros cervinus"	5.51667	118.06667	"Mammalia"
"5853"	"Myotis gomantongensis"	5.51667	118.06667	"Mammalia"
"5854"	"Viverra tangalunga"	4.96537	117.69042	"Mammalia"
"5855"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5856"	"Rhinolophus philippinensis"	2.6533	113.0514	"Mammalia"
"5857"	"Balionycteris maculata"	2.65333	113.0515	"Mammalia"
"5858"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5859"	"Macroglossus minimus"	2.65333	113.0515	"Mammalia"
"5860"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"5861"	"Hipposideros cervinus"	2.6533	113.0514	"Mammalia"
"5862"	"Rhinolophus borneensis"	2.65333	113.0515	"Mammalia"
"5863"	"Cynopterus brachyotis"	2.65333	113.0515	"Mammalia"
"5864"	"Hipposideros diadema"	2.65333	113.0515	"Mammalia"
"5865"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5866"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5867"	"Rhinolophus borneensis"	2.6533	113.0514	"Mammalia"
"5868"	"Miniopterus australis"	2.6533	113.0514	"Mammalia"
"5869"	"Hipposideros cervinus"	2.65333	113.0515	"Mammalia"
"5870"	"Hipposideros bicolor"	2.6533	113.0514	"Mammalia"
"5871"	"Rhinolophus trifoliatus"	4.39945	117.88691	"Mammalia"
"5872"	"Emballonura monticola"	6.05	116.8	"Mammalia"
"5873"	"Herpestes brachyurus"	4.56	117.48	"Mammalia"
"5874"	"Hipposideros dyacorum"	5.76	118.33	"Mammalia"
"5875"	"Hipposideros dyacorum"	5.76	118.33	"Mammalia"
"5876"	"Callosciurus prevostii"	3.31667	114.78333	"Mammalia"
"5877"	"Callosciurus prevostii"	3.31667	114.78333	"Mammalia"
"5878"	"Callosciurus notatus"	6.16667	116.23333	"Mammalia"
"5879"	"Ratufa affinis"	3.2	113.68333	"Mammalia"
"5880"	"Sundamys muelleri"	1.65	112.93333	"Mammalia"
"5881"	"Callosciurus orestes"	2.85	114.85	"Mammalia"
"5882"	"Sundasciurus jentinki"	2.85	114.85	"Mammalia"
"5883"	"Sundamys infraluteus"	6.08333	116.55	"Mammalia"
"5884"	"Callosciurus prevostii"	4.41667	117.48333	"Mammalia"
"5885"	"Callosciurus prevostii"	4.41667	117.48333	"Mammalia"
"5886"	"Presbytis sabana"	4.41667	117.48333	"Mammalia"
"5887"	"Prionailurus bengalensis"	4.41667	117.48333	"Mammalia"
